3550001 - São Luís do Paraitinga,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),51.62
3554102 - Taubaté,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),64.61
3554805 - Tremembé,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),46.95
3500550 - Águas de Santa Bárbara,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),55.3
3503109 - Arandu,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),43.79
3504503 - Avaré,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.6
3505005 - Barão de Antonina,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.61
3511409 - Cerqueira César,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),51.91
3512605 - Coronel Macedo,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),46.22
3515400 - Fartura,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),57
3519253 - Iaras,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),33.45
3521804 - Itaí,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),42.03
3522802 - Itaporanga,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),56.11
3528601 - Manduri,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),55.81
3535804 - Paranapanema,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.29
3538808 - Piraju,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),60.19
3551207 - Sarutaiá,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.16
3553005 - Taguaí,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),48.07
3553807 - Taquarituba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),45.68
3554201 - Tejupá,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),39.01
3502309 - Anhembi,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),48.51
3503604 - Areiópolis,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),43.11
3506904 - Bofete,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),45.86
3507506 - Botucatu,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),66.06
3512308 - Conchas,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.51
3523503 - Itatinga,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),46.54
3526407 - Laranjal Paulista,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),47.92
3536109 - Pardinho,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.05
3537503 - Pereiras,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),47.83
3540507 - Porangaba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),44.42
3541059 - Pratânia,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.31
3550100 - São Manuel,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.67
3554656 - Torre de Pedra,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),51.78
3500758 - Alambari,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),51.14
3502200 - Angatuba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.57
3507001 - Boituva,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.97
3509452 - Campina do Monte Alegre,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.75
3510302 - Capela do Alto,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),47.64
3511508 - Cerquilho,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),59.09
3511607 - Cesário Lange,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.3
3518503 - Guareí,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),31.38
3522307 - Itapetininga,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.03
3541653 - Quadra,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),39.04
3550209 - São Miguel Arcanjo,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),43.6
3551108 - Sarapuí,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),42.37
3554003 - Tatuí,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.61
3502705 - Apiaí,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.35
3505351 - Barra do Chapéu,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.7
3507159 - Bom Sucesso de Itararé,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),45.87
3508009 - Buri,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),38.97
3510203 - Capão Bonito,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.23
3517604 - Guapiara,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),47.87
3521200 - Iporanga,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),56.74
3521705 - Itaberá,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),48.53
3522158 - Itaóca,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),61.01
3522406 - Itapeva,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),57.37
3522653 - Itapirapuã Paulista,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),46.42
3523206 - Itararé,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),46.68
3532827 - Nova Campina,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),46.81
3542800 - Ribeira,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),57.61
3543006 - Ribeirão Branco,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),38.81
3543253 - Ribeirão Grande,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.97
3543501 - Riversul,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.07
3553856 - Taquarivaí,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),45.66
3501152 - Alumínio,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),64.99
3502754 - Araçariguama,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),36.43
3502903 - Araçoiaba da Serra,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),59.21
3519709 - Ibiúna,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),47.23
3521002 - Iperó,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),47.18
3523909 - Itu,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),56.36
3525854 - Jumirim,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),55.44
3528403 - Mairinque,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.07
3537800 - Piedade,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),48.13
3537909 - Pilar do Sul,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),41.83
3540606 - Porto Feliz,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),61.29
3545308 - Salto de Pirapora,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),51.25
3545209 - Salto,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),69.52
3550605 - São Roque,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.62
3552205 - Sorocaba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),66.87
3553500 - Tapiraí,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),42.38
3554508 - Tietê,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.25
3557006 - Votorantim,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),62.29
3500501 - Águas de Lindóia,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),55.64
3501905 - Amparo,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),57.23
3504107 - Atibaia,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.66
3507100 - Bom Jesus dos Perdões,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.81
3507605 - Bragança Paulista,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),59.75
3525508 - Joanópolis,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),41.15
3527009 - Lindóia,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),61.92
3531209 - Monte Alegre do Sul,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),59.82
3532405 - Nazaré Paulista,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),47.01
3536802 - Pedra Bela,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),54.63
3538204 - Pinhalzinho,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),57.5
3538600 - Piracaia,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.36
3551603 - Serra Negra,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),54.25
3552106 - Socorro,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.22
3554953 - Tuiuti,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),55.84
3556354 - Vargem,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),43.83
3501608 - Americana,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),67.53
3503802 - Artur Nogueira,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),54.05
3509502 - Campinas,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),60.82
3512803 - Cosmópolis,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),60.23
3515152 - Engenheiro Coelho,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.73
3557303 - Estiva Gerbi,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),64.01
3519055 - Holambra,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),55.65
3519071 - Hortolândia,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),54.9
3520509 - Indaiatuba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),61.73
3522604 - Itapira,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),55.1
3524709 - Jaguariúna,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.46
3530706 - Mogi Guaçu,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),64.36
3530805 - Moji Mirim,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),61.28
3531803 - Monte Mor,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.6
3533403 - Nova Odessa,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),67.39
3536505 - Paulínia,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),61.46
3537107 - Pedreira,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),57.02
3545803 - Santa Bárbara d'Oeste,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),61.74
3548005 - Santo Antonio de Posse,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),39.48
3552403 - Sumaré,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),56.91
3556206 - Valinhos,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),67.3
3556701 - Vinhedo,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),64.08
3508405 - Cabreúva,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.08
3509601 - Campo Limpo Paulista,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),65.88
3523404 - Itatiba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),56.41
3524006 - Itupeva,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.49
3525201 - Jarinu,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.05
3525904 - Jundiaí,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),66.51
3527306 - Louveira,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.13
3532009 - Morungaba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),48.17
3556503 - Várzea Paulista,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.05
3503307 - Araras,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),61.72
3512209 - Conchal,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.27
3512407 - Cordeirópolis,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.28
3521408 - Iracemápolis,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),66.91
3526704 - Leme,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),47.56
3526902 - Limeira,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),59.8
3539301 - Pirassununga,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),62.18
3546207 - Santa Cruz da Conceição,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.94
3500600 - Águas de São Pedro,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),78.73
3510401 - Capivari,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.52
3511706 - Charqueada,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),51.02
3514908 - Elias Fausto,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),38.69
3530904 - Mombuca,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),41.51
3538709 - Piracicaba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.32
3542107 - Rafard,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.55
3544004 - Rio das Pedras,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),60.72
3545159 - Saltinho,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),71.49
3547007 - Santa Maria da Serra,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),40.58
3550407 - São Pedro,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.83
3502002 - Analândia,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.19
3507902 - Brotas,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),51.15
3512704 - Corumbataí,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.32
3521101 - Ipeúna,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),55.48
3523602 - Itirapina,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),35.72
3543907 - Rio Claro,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),67.95
3546702 - Santa Gertrudes,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),48.67
3554706 - Torrinha,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.9
3500303 - Aguaí,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),39.53
3500402 - Águas da Prata,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),66.07
3508702 - Caconde,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.21
3510807 - Casa Branca,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),38.71
3513900 - Divinolândia,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.96
3515186 - Espírito Santo do Pinhal,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.3
3523800 - Itobi,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.57
3530508 - Mococa,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),59.89
3546306 - Santa Cruz das Palmeiras,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),44.8
3548104 - Santo Antonio do Jardim,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.51
3549102 - São João da Boa Vista,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),63.55
3549706 - São José do Rio Pardo,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),62.85
3550803 - São Sebastião da Grama,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),51.7
3553302 - Tambaú,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),42.65
3553609 - Tapiratiba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),64.29
3556404 - Vargem Grande do Sul,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),49.75
3501004 - Altinópolis,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),51.2
3505609 - Barrinha,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),44.23
3507803 - Brodowski,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),58.03
3509403 - Cajuru,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),47.02
3510906 - Cássia dos Coqueiros,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),66.72
3513108 - Cravinhos,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.94
3514601 - Dumont,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),54.31
3518602 - Guariba,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),47.28
3518859 - Guatapará,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),55.3
3524303 - Jaboticabal,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),60.86
3525102 - Jardinópolis,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),52.62
3527603 - Luís Antônio,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),53.09
3531308 - Monte Alto,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),61.96
3539509 - Pitangueiras,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),50.88
3540200 - Pontal,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),44.85
3540903 - Pradópolis,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),45.01
3543402 - Ribeirão Preto,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),61.15
3546256 - Santa Cruz da Esperança,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),48.01
3547601 - Santa Rosa do Viterbo,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),56.14
3547908 - Santo Antonio da Alegria,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),46.71
3550902 - São Simão,Educação - População de 18 a 24 Anos com Ensino Médio Completo (Em %),54.77
